,loan_amnt,date,dti,zip_code,emp_length,date
17790829,2500.0,2018-08-27,38.83%,378xx,< 1 year,2018-08-27
6695812,7000.0,2017-05-04,4.2%,276xx,1 year,2017-05-04
6744584,15000.0,2017-05-07,0%,601xx,< 1 year,2017-05-07
15850118,3500.0,2018-06-19,23.46%,336xx,< 1 year,2018-06-19
18867059,15000.0,2018-10-04,10.84%,152xx,< 1 year,2018-10-04
17667453,9450.0,2018-08-23,100%,430xx,< 1 year,2018-08-23
3699805,3000.0,2016-10-24,14.46%,117xx,5 years,2016-10-24
5297423,35000.0,2017-02-03,12.82%,333xx,5 years,2017-02-03
111663,7000.0,2016-01-12,51.42%,290xx,< 1 year,2016-01-12
8952598,2500.0,2017-08-22,16.6%,391xx,< 1 year,2017-08-22
4750334,35000.0,2016-12-30,-1%,024xx,< 1 year,2016-12-30
12362228,30000.0,2018-01-24,33.2%,313xx,< 1 year,2018-01-24
11222773,3000.0,2017-12-01,16.51%,935xx,< 1 year,2017-12-01
6158512,10000.0,2017-04-01,18.84%,958xx,< 1 year,2017-04-01
13669531,5000.0,2018-03-29,5.18%,551xx,< 1 year,2018-03-29
13137826,30000.0,2018-03-05,25.75%,600xx,< 1 year,2018-03-05
12849435,10000.0,2018-02-18,23.87%,282xx,< 1 year,2018-02-18
7064796,1500.0,2017-05-24,2.97%,190xx,< 1 year,2017-05-24
18046995,2500.0,2018-09-05,9.45%,411xx,2 years,2018-09-05
10689186,40000.0,2017-11-08,1.71%,441xx,< 1 year,2017-11-08
3819526,15000.0,2016-11-01,0%,922xx,< 1 year,2016-11-01
10638698,10000.0,2017-11-06,25.58%,797xx,< 1 year,2017-11-06
21233655,10000.0,2018-12-27,17.34%,427xx,< 1 year,2018-12-27
9518029,5000.0,2017-09-18,9.13%,334xx,< 1 year,2017-09-18
11856125,4000.0,2018-01-02,29.14%,923xx,< 1 year,2018-01-02
5253383,22000.0,2017-01-31,34.66%,857xx,< 1 year,2017-01-31
16090002,1000.0,2018-06-27,3.71%,103xx,< 1 year,2018-06-27
9908266,1000.0,2017-10-04,25.92%,857xx,< 1 year,2017-10-04
7959978,3000.0,2017-07-09,15.12%,559xx,5 years,2017-07-09
16417453,1000.0,2018-07-11,0%,177xx,< 1 year,2018-07-11
6845896,10000.0,2017-05-13,0%,945xx,< 1 year,2017-05-13
4141772,10000.0,2016-11-21,16.05%,700xx,10+ years,2016-11-21
4938271,2000.0,2017-01-11,61.55%,606xx,< 1 year,2017-01-11
18090883,10725.0,2018-09-07,100%,166xx,10+ years,2018-09-07
1613811,40000.0,2016-05-11,17.18%,710xx,< 1 year,2016-05-11
7605914,10000.0,2017-06-20,5.83%,951xx,< 1 year,2017-06-20
4547830,10000.0,2016-12-15,59.44%,850xx,< 1 year,2016-12-15
4859884,3500.0,2017-01-06,12.43%,606xx,< 1 year,2017-01-06
9256564,10000.0,2017-09-05,0.66%,065xx,5 years,2017-09-05
5837459,8850.0,2017-03-11,-1%,342xx,5 years,2017-03-11
748625,25000.0,2016-03-08,28.96%,956xx,< 1 year,2016-03-08
18802699,20000.0,2018-10-02,63.4%,105xx,< 1 year,2018-10-02
5816702,3000.0,2017-03-09,4.63%,482xx,< 1 year,2017-03-09
1880228,1000.0,2016-06-17,45.11%,914xx,< 1 year,2016-06-17
17689618,8000.0,2018-08-23,100%,144xx,< 1 year,2018-08-23
16427945,25000.0,2018-07-11,35.55%,922xx,< 1 year,2018-07-11
11690175,1500.0,2017-12-21,1.51%,038xx,< 1 year,2017-12-21
10377339,4000.0,2017-10-25,0.05%,314xx,< 1 year,2017-10-25
736940,5000.0,2016-03-07,36.79%,440xx,6 years,2016-03-07
17082576,10000.0,2018-08-03,19.25%,891xx,< 1 year,2018-08-03
12119492,10000.0,2018-01-13,44.16%,776xx,< 1 year,2018-01-13
7490486,10000.0,2017-06-14,20.16%,394xx,< 1 year,2017-06-14
15577722,20000.0,2018-06-09,100%,113xx,< 1 year,2018-06-09
5513727,20000.0,2017-02-17,36.33%,615xx,< 1 year,2017-02-17
873036,1000.0,2016-03-16,24.94%,061xx,< 1 year,2016-03-16
19123862,1000.0,2018-10-13,37.75%,606xx,< 1 year,2018-10-13
8391157,5000.0,2017-07-26,4.85%,190xx,< 1 year,2017-07-26
14263599,15000.0,2018-04-23,18.87%,483xx,< 1 year,2018-04-23
14421295,15000.0,2018-04-29,14.27%,352xx,< 1 year,2018-04-29
11801552,25000.0,2017-12-28,32.62%,850xx,< 1 year,2017-12-28
9201905,4000.0,2017-09-03,5.65%,286xx,< 1 year,2017-09-03
6766294,40000.0,2017-05-08,273.25%,190xx,< 1 year,2017-05-08
9792727,3000.0,2017-09-29,7.47%,799xx,< 1 year,2017-09-29
124936,35000.0,2016-01-13,26.97%,982xx,< 1 year,2016-01-13
10213041,3000.0,2017-10-18,30.06%,286xx,< 1 year,2017-10-18
16502210,3000.0,2018-07-14,18.49%,770xx,< 1 year,2018-07-14
18837981,35000.0,2018-10-03,11.41%,231xx,< 1 year,2018-10-03
11613982,1500.0,2017-12-18,0.86%,206xx,< 1 year,2017-12-18
15820041,8000.0,2018-06-18,14.05%,601xx,< 1 year,2018-06-18
20504901,2000.0,2018-12-01,0.89%,809xx,< 1 year,2018-12-01
13258111,2350.0,2018-03-10,17.71%,926xx,< 1 year,2018-03-10
18578406,5000.0,2018-09-24,39.14%,902xx,< 1 year,2018-09-24
13227849,10000.0,2018-03-08,100%,370xx,< 1 year,2018-03-08
20600721,40000.0,2018-12-04,22.28%,134xx,< 1 year,2018-12-04
13508811,6000.0,2018-03-21,12.34%,071xx,< 1 year,2018-03-21
6282219,15000.0,2017-04-09,45.8%,939xx,< 1 year,2017-04-09
12249812,5000.0,2018-01-19,4.43%,977xx,< 1 year,2018-01-19
4527131,5000.0,2016-12-14,40.51%,974xx,< 1 year,2016-12-14
5721482,8000.0,2017-03-03,26.67%,282xx,< 1 year,2017-03-03
9502774,4000.0,2017-09-17,23.66%,448xx,< 1 year,2017-09-17
7151632,15000.0,2017-05-29,21.05%,180xx,7 years,2017-05-29
20385359,6500.0,2018-11-27,7.49%,850xx,< 1 year,2018-11-27
12234352,30000.0,2018-01-18,17.98%,717xx,< 1 year,2018-01-18
20423329,10000.0,2018-11-28,6.7%,067xx,< 1 year,2018-11-28
1473912,20000.0,2016-04-30,29.75%,775xx,5 years,2016-04-30
3074126,7500.0,2016-09-08,18.06%,385xx,< 1 year,2016-09-08
15962124,1600.0,2018-06-22,15.91%,034xx,< 1 year,2018-06-22
8833684,250000.0,2017-08-16,-1%,300xx,< 1 year,2017-08-16
6241725,1500.0,2017-04-06,18.97%,986xx,5 years,2017-04-06
8696444,10000.0,2017-08-10,2.94%,120xx,4 years,2017-08-10
17610823,10000.0,2018-08-21,27.06%,296xx,< 1 year,2018-08-21
13878594,35000.0,2018-04-08,16.39%,106xx,< 1 year,2018-04-08
10948588,1800.0,2017-11-18,0.84%,610xx,< 1 year,2017-11-18
3060699,10000.0,2016-09-08,27.8%,082xx,9 years,2016-09-08
19023317,15000.0,2018-10-10,35.66%,317xx,< 1 year,2018-10-10
15014384,10000.0,2018-05-19,35.79%,134xx,< 1 year,2018-05-19
14565869,10000.0,2018-05-03,11.57%,017xx,< 1 year,2018-05-03
21203427,1000.0,2018-12-26,100%,301xx,< 1 year,2018-12-26
5741127,10000.0,2017-03-05,14.68%,380xx,< 1 year,2017-03-05
14862124,5000.0,2018-05-14,52.18%,953xx,< 1 year,2018-05-14
13973147,10000.0,2018-04-11,50.34%,757xx,< 1 year,2018-04-11
9116128,20000.0,2017-08-30,37.17%,485xx,< 1 year,2017-08-30
1034519,1000.0,2016-03-28,0%,381xx,< 1 year,2016-03-28
9425918,5000.0,2017-09-13,100%,290xx,< 1 year,2017-09-13
20132828,10000.0,2018-11-17,13.26%,894xx,< 1 year,2018-11-17
1317514,30000.0,2016-04-18,19.8%,906xx,5 years,2016-04-18
2041610,40000.0,2016-06-28,3.01%,347xx,< 1 year,2016-06-28
11152921,35000.0,2017-11-28,100%,064xx,< 1 year,2017-11-28
21169192,8000.0,2018-12-24,32.18%,441xx,< 1 year,2018-12-24
10424427,6000.0,2017-10-27,0.54%,750xx,< 1 year,2017-10-27
8373100,7000.0,2017-07-26,24.93%,441xx,< 1 year,2017-07-26
7775868,6500.0,2017-06-29,2.54%,272xx,< 1 year,2017-06-29
4577304,9000.0,2016-12-17,31.2%,335xx,< 1 year,2016-12-17
19683495,30000.0,2018-11-01,33.46%,331xx,< 1 year,2018-11-01
19732546,1000.0,2018-11-03,14.22%,212xx,10+ years,2018-11-03
10351317,10000.0,2017-10-24,22.53%,331xx,< 1 year,2017-10-24
8451370,2000.0,2017-07-29,13.46%,372xx,< 1 year,2017-07-29
10659087,25000.0,2017-11-07,41.26%,760xx,< 1 year,2017-11-07
11792900,40000.0,2017-12-28,28.03%,359xx,< 1 year,2017-12-28
10600064,15000.0,2017-11-04,96.94%,330xx,< 1 year,2017-11-04
5323529,20000.0,2017-02-05,29.68%,781xx,< 1 year,2017-02-05
10166977,1000.0,2017-10-16,7.62%,296xx,< 1 year,2017-10-16
14317018,40000.0,2018-04-25,23.26%,945xx,< 1 year,2018-04-25
14653451,12000.0,2018-05-07,100%,770xx,< 1 year,2018-05-07
3263212,5500.0,2016-09-23,7.49%,112xx,6 years,2016-09-23
12611020,10000.0,2018-02-06,79.94%,315xx,< 1 year,2018-02-06
4968513,40000.0,2017-01-12,29.97%,921xx,< 1 year,2017-01-12
3707813,5000.0,2016-10-24,79.41%,207xx,< 1 year,2016-10-24
19800331,5000.0,2018-11-06,24.36%,974xx,< 1 year,2018-11-06
443172,8000.0,2016-02-10,-1%,074xx,< 1 year,2016-02-10
20633262,25000.0,2018-12-05,29.57%,424xx,< 1 year,2018-12-05
9083774,10000.0,2017-08-29,35.6%,956xx,< 1 year,2017-08-29
2415763,4000.0,2016-07-25,-1%,481xx,5 years,2016-07-25
1019656,10000.0,2016-03-26,176.15%,290xx,< 1 year,2016-03-26
17043743,5000.0,2018-08-01,35.09%,759xx,< 1 year,2018-08-01
12623031,1200.0,2018-02-07,15.65%,606xx,< 1 year,2018-02-07
17009808,35000.0,2018-07-31,28.6%,488xx,< 1 year,2018-07-31
12151930,7500.0,2018-01-15,100%,737xx,< 1 year,2018-01-15
19283704,6000.0,2018-10-18,2.7%,554xx,< 1 year,2018-10-18
11916668,15000.0,2018-01-04,17.04%,070xx,< 1 year,2018-01-04
1906548,1000.0,2016-06-20,0.51%,986xx,< 1 year,2016-06-20
6598672,35000.0,2017-04-28,44.84%,600xx,5 years,2017-04-28
16669001,50000.0,2018-07-19,-1%,220xx,< 1 year,2018-07-19
19534601,5000.0,2018-10-27,50.36%,921xx,< 1 year,2018-10-27
15801775,15000.0,2018-06-17,15.67%,970xx,< 1 year,2018-06-17
10390604,20000.0,2017-10-25,100%,434xx,< 1 year,2017-10-25
10872006,5000.0,2017-11-15,0.54%,706xx,< 1 year,2017-11-15
10845199,5000.0,2017-11-14,15.09%,291xx,< 1 year,2017-11-14
2461480,120000.0,2016-07-27,-1%,951xx,< 1 year,2016-07-27
7971912,20000.0,2017-07-10,18.63%,043xx,< 1 year,2017-07-10
4045346,34000.0,2016-11-15,100%,762xx,< 1 year,2016-11-15
8756228,10000.0,2017-08-13,18.46%,380xx,5 years,2017-08-13
1051195,3000.0,2016-03-29,45.16%,054xx,5 years,2016-03-29
13095165,15000.0,2018-03-02,7.81%,902xx,< 1 year,2018-03-02
4048629,3500.0,2016-11-15,16.2%,735xx,< 1 year,2016-11-15
10715846,5000.0,2017-11-09,11.4%,932xx,< 1 year,2017-11-09
4560731,40000.0,2016-12-15,18.5%,110xx,5 years,2016-12-15
10637706,3000.0,2017-11-06,56.54%,104xx,< 1 year,2017-11-06
19887169,10000.0,2018-11-08,10.6%,365xx,< 1 year,2018-11-08
6611483,5000.0,2017-04-29,3.68%,900xx,< 1 year,2017-04-29
1829132,5000.0,2016-06-14,28.62%,227xx,< 1 year,2016-06-14
7725028,5000.0,2017-06-26,-1%,207xx,5 years,2017-06-26
17215872,2000.0,2018-08-08,26.46%,024xx,< 1 year,2018-08-08
21033832,10000.0,2018-12-18,11.24%,940xx,< 1 year,2018-12-18
1285643,20000.0,2016-04-15,35.22%,334xx,10+ years,2016-04-15
6728633,1000.0,2017-05-06,3.6%,561xx,5 years,2017-05-06
21057602,15000.0,2018-12-19,100%,971xx,< 1 year,2018-12-19
17636015,6500.0,2018-08-22,13.68%,919xx,< 1 year,2018-08-22
6081045,4000.0,2017-03-28,29.38%,983xx,5 years,2017-03-28
1198318,4000.0,2016-04-09,6.83%,349xx,< 1 year,2016-04-09
8878467,10000.0,2017-08-18,29.04%,841xx,< 1 year,2017-08-18
11767836,20000.0,2017-12-27,3.32%,087xx,< 1 year,2017-12-27
13461881,6025.0,2018-03-20,10.57%,011xx,< 1 year,2018-03-20
17767864,17125.0,2018-08-27,100%,799xx,1 year,2018-08-27
900176,40000.0,2016-03-18,3.17%,920xx,< 1 year,2016-03-18
2199279,5000.0,2016-07-07,21.51%,799xx,5 years,2016-07-07
11089687,1000.0,2017-11-26,0.39%,114xx,< 1 year,2017-11-26
12411943,1000.0,2018-01-27,100%,917xx,< 1 year,2018-01-27
257445,30000.0,2016-01-25,40.4%,378xx,5 years,2016-01-25
11523068,1000.0,2017-12-13,10.12%,982xx,< 1 year,2017-12-13
12834414,10000.0,2018-02-17,7.86%,550xx,< 1 year,2018-02-17
14799147,7000.0,2018-05-12,22.11%,300xx,< 1 year,2018-05-12
8562782,5000.0,2017-08-03,145.92%,077xx,5 years,2017-08-03
5319145,10000.0,2017-02-04,8.75%,330xx,5 years,2017-02-04
11818243,10000.0,2017-12-29,17.41%,833xx,< 1 year,2017-12-29
15890374,5000.0,2018-06-20,5.71%,346xx,< 1 year,2018-06-20
8619465,27000.0,2017-08-06,25.82%,334xx,5 years,2017-08-06
18063345,5000.0,2018-09-06,26.63%,652xx,< 1 year,2018-09-06
19486611,20000.0,2018-10-25,8.96%,024xx,< 1 year,2018-10-25
20172121,4500.0,2018-11-19,4.25%,103xx,< 1 year,2018-11-19
9715498,10875.0,2017-09-26,100%,752xx,< 1 year,2017-09-26
16628001,5000.0,2018-07-18,19.7%,300xx,< 1 year,2018-07-18
4191339,11000.0,2016-11-23,-1%,197xx,< 1 year,2016-11-23
14394912,20000.0,2018-04-27,24.68%,377xx,< 1 year,2018-04-27
758934,10000.0,2016-03-09,67.39%,302xx,< 1 year,2016-03-09
833212,4000.0,2016-03-14,-1%,701xx,5 years,2016-03-14
17343514,18000.0,2018-08-13,12.03%,232xx,< 1 year,2018-08-13
7067253,20000.0,2017-05-24,40.95%,351xx,< 1 year,2017-05-24
4236371,10000.0,2016-11-28,14.72%,920xx,< 1 year,2016-11-28
867088,7000.0,2016-03-16,28.5%,724xx,< 1 year,2016-03-16
14922529,10000.0,2018-05-16,100%,986xx,< 1 year,2018-05-16
926828,18000.0,2016-03-20,34.28%,072xx,< 1 year,2016-03-20
15330730,16000.0,2018-05-30,41.07%,897xx,< 1 year,2018-05-30
20834004,5000.0,2018-12-11,4.15%,083xx,< 1 year,2018-12-11
13348626,10000.0,2018-03-14,18.27%,967xx,< 1 year,2018-03-14
7203191,10000.0,2017-05-31,39.97%,953xx,< 1 year,2017-05-31
14143204,5000.0,2018-04-18,56.12%,628xx,< 1 year,2018-04-18
19303813,15000.0,2018-10-19,22.68%,302xx,< 1 year,2018-10-19
17386690,25000.0,2018-08-14,6.09%,294xx,< 1 year,2018-08-14
4866649,36500.0,2017-01-06,23.91%,757xx,1 year,2017-01-06
4711269,10000.0,2016-12-28,49.2%,809xx,< 1 year,2016-12-28
4315797,3500.0,2016-12-01,14.05%,487xx,< 1 year,2016-12-01
8383660,5000.0,2017-07-26,3.98%,021xx,< 1 year,2017-07-26
888799,26000.0,2016-03-17,171.84%,334xx,< 1 year,2016-03-17
11015589,15000.0,2017-11-21,35.26%,993xx,< 1 year,2017-11-21
8196630,8000.0,2017-07-19,9.84%,424xx,< 1 year,2017-07-19
6320007,40000.0,2017-04-12,18.49%,300xx,< 1 year,2017-04-12
12458845,2000.0,2018-01-29,5.8%,490xx,< 1 year,2018-01-29
1097513,20000.0,2016-04-01,-1%,794xx,< 1 year,2016-04-01
21186933,12000.0,2018-12-25,43.76%,928xx,< 1 year,2018-12-25
11843426,2500.0,2018-01-01,100%,731xx,< 1 year,2018-01-01
18991633,5000.0,2018-10-09,51%,924xx,< 1 year,2018-10-09
18702406,10000.0,2018-09-28,100%,334xx,< 1 year,2018-09-28
14084012,10000.0,2018-04-16,14.59%,182xx,< 1 year,2018-04-16
6304701,10000.0,2017-04-11,9.51%,360xx,< 1 year,2017-04-11
16812919,26000.0,2018-07-24,222.03%,284xx,< 1 year,2018-07-24
8072887,5000.0,2017-07-13,18.02%,201xx,10+ years,2017-07-13
7172617,10000.0,2017-05-30,-1%,191xx,< 1 year,2017-05-30
8732293,10000.0,2017-08-11,32.93%,606xx,< 1 year,2017-08-11
16501106,5000.0,2018-07-14,15.87%,802xx,< 1 year,2018-07-14
18673795,20000.0,2018-09-27,29.9%,958xx,< 1 year,2018-09-27
7914031,4500.0,2017-07-06,38.01%,211xx,5 years,2017-07-06
10982099,1200.0,2017-11-20,15.51%,028xx,< 1 year,2017-11-20
10795909,20000.0,2017-11-13,40.36%,630xx,< 1 year,2017-11-13
12430191,40000.0,2018-01-28,47.25%,283xx,< 1 year,2018-01-28
2807374,40000.0,2016-08-21,18.45%,454xx,< 1 year,2016-08-21
697268,20000.0,2016-03-04,8.16%,286xx,< 1 year,2016-03-04
13649320,1800.0,2018-03-28,5.68%,782xx,< 1 year,2018-03-28
2521868,15000.0,2016-08-02,23.09%,750xx,< 1 year,2016-08-02
17905727,40000.0,2018-08-31,24.9%,124xx,< 1 year,2018-08-31
760529,40000.0,2016-03-09,26.36%,853xx,< 1 year,2016-03-09
11786920,40000.0,2017-12-28,21.23%,481xx,< 1 year,2017-12-28
15268936,10000.0,2018-05-29,1.78%,482xx,< 1 year,2018-05-29
4403242,10000.0,2016-12-07,34.61%,606xx,< 1 year,2016-12-07
17081510,12000.0,2018-08-03,15.71%,111xx,< 1 year,2018-08-03
3177956,1500.0,2016-09-16,2.33%,302xx,5 years,2016-09-16
13878755,15000.0,2018-04-08,44.97%,852xx,< 1 year,2018-04-08
2227333,5000.0,2016-07-09,13.84%,197xx,< 1 year,2016-07-09
546728,2500.0,2016-02-19,33.71%,401xx,< 1 year,2016-02-19
8098189,6000.0,2017-07-14,37.91%,752xx,1 year,2017-07-14
9584036,20000.0,2017-09-20,-1%,601xx,< 1 year,2017-09-20
16053731,35000.0,2018-06-26,41.56%,370xx,< 1 year,2018-06-26
20929359,22000.0,2018-12-14,33.63%,197xx,< 1 year,2018-12-14
10898028,2500.0,2017-11-16,19.92%,445xx,< 1 year,2017-11-16
9844189,10000.0,2017-10-02,25.52%,432xx,< 1 year,2017-10-02
9039576,6000.0,2017-08-26,14.72%,796xx,5 years,2017-08-26
13286470,10000.0,2018-03-12,14.95%,933xx,< 1 year,2018-03-12
5435192,1000.0,2017-02-13,38.62%,018xx,< 1 year,2017-02-13
15119824,1000.0,2018-05-23,0%,497xx,< 1 year,2018-05-23
15071363,10000.0,2018-05-21,11.91%,112xx,< 1 year,2018-05-21
8967095,8075.0,2017-08-23,100%,956xx,< 1 year,2017-08-23
16365470,1500.0,2018-07-09,0.29%,711xx,< 1 year,2018-07-09
4961655,10000.0,2017-01-12,2.26%,161xx,5 years,2017-01-12
12182182,1000.0,2018-01-16,271.11%,541xx,< 1 year,2018-01-16
19446819,35000.0,2018-10-24,7.57%,386xx,< 1 year,2018-10-24
18108019,7000.0,2018-09-07,100%,058xx,< 1 year,2018-09-07
3866877,8000.0,2016-11-03,21.78%,750xx,< 1 year,2016-11-03
5360993,20000.0,2017-02-07,1.4%,107xx,< 1 year,2017-02-07
221382,7000.0,2016-01-21,24.98%,907xx,5 years,2016-01-21
2475866,22000.0,2016-07-29,52.38%,331xx,< 1 year,2016-07-29
15194158,20000.0,2018-05-25,15.22%,922xx,10+ years,2018-05-25
5349972,25000.0,2017-02-07,2.08%,285xx,< 1 year,2017-02-07
12552576,27100.0,2018-02-03,100%,750xx,< 1 year,2018-02-03
16420466,11000.0,2018-07-11,0.96%,650xx,< 1 year,2018-07-11
222020,12000.0,2016-01-21,45.84%,705xx,< 1 year,2016-01-21
17850586,10000.0,2018-08-29,8.4%,762xx,< 1 year,2018-08-29
8912244,2000.0,2017-08-20,19.27%,735xx,< 1 year,2017-08-20
1227631,40000.0,2016-04-11,-1%,183xx,< 1 year,2016-04-11
8639134,10000.0,2017-08-07,6.2%,070xx,< 1 year,2017-08-07
4272350,2000.0,2016-11-29,-1%,480xx,< 1 year,2016-11-29
2668555,12000.0,2016-08-11,14.4%,208xx,5 years,2016-08-11
18014423,10000.0,2018-09-04,40.95%,760xx,< 1 year,2018-09-04
13889929,10000.0,2018-04-09,11.27%,195xx,< 1 year,2018-04-09
2393031,20000.0,2016-07-22,3.68%,142xx,< 1 year,2016-07-22
16668086,1000.0,2018-07-19,31.6%,606xx,< 1 year,2018-07-19
5612519,10000.0,2017-02-24,9999%,104xx,< 1 year,2017-02-24
14175517,10000.0,2018-04-19,26.25%,633xx,10+ years,2018-04-19
6669880,15000.0,2017-05-03,-1%,908xx,< 1 year,2017-05-03
9810439,20000.0,2017-09-30,7.12%,300xx,< 1 year,2017-09-30
1834567,10000.0,2016-06-14,55.72%,631xx,< 1 year,2016-06-14
2361616,1000.0,2016-07-20,14.5%,598xx,< 1 year,2016-07-20
873887,3000.0,2016-03-16,0.93%,770xx,3 years,2016-03-16
18160084,30000.0,2018-09-10,38.6%,773xx,< 1 year,2018-09-10
3632152,4000.0,2016-10-19,28.3%,171xx,< 1 year,2016-10-19
17492169,8000.0,2018-08-17,20.62%,853xx,< 1 year,2018-08-17
1818640,30000.0,2016-06-13,22.03%,305xx,< 1 year,2016-06-13
13076915,20000.0,2018-03-01,9.97%,900xx,10+ years,2018-03-01
6975258,10000.0,2017-05-20,5.78%,704xx,< 1 year,2017-05-20
6552508,5000.0,2017-04-26,7%,495xx,< 1 year,2017-04-26
8979598,15000.0,2017-08-23,17.42%,328xx,< 1 year,2017-08-23
14876856,2000.0,2018-05-15,17.24%,123xx,< 1 year,2018-05-15
4696215,20000.0,2016-12-27,-1%,600xx,5 years,2016-12-27
2770834,5000.0,2016-08-18,5.47%,038xx,5 years,2016-08-18
803214,8000.0,2016-03-11,30.48%,782xx,< 1 year,2016-03-11
19810685,3500.0,2018-11-06,7.76%,917xx,< 1 year,2018-11-06
18934644,6500.0,2018-10-07,10.26%,975xx,< 1 year,2018-10-07
13306548,12000.0,2018-03-12,25.09%,469xx,< 1 year,2018-03-12
3997126,4000.0,2016-11-14,16.8%,187xx,5 years,2016-11-14
8321207,12000.0,2017-07-24,35.93%,410xx,< 1 year,2017-07-24
886719,10000.0,2016-03-17,3.66%,304xx,8 years,2016-03-17
4940541,10000.0,2017-01-11,35.63%,070xx,< 1 year,2017-01-11
14014198,25000.0,2018-04-13,1.13%,104xx,< 1 year,2018-04-13
20611501,3000.0,2018-12-04,100%,300xx,< 1 year,2018-12-04
7698451,15000.0,2017-06-25,9.34%,379xx,< 1 year,2017-06-25
5252321,10000.0,2017-01-31,12.97%,333xx,< 1 year,2017-01-31
3772182,1000.0,2016-10-28,11.45%,570xx,5 years,2016-10-28
3122531,15000.0,2016-09-13,22.92%,330xx,5 years,2016-09-13
16818531,29450.0,2018-07-24,100%,840xx,< 1 year,2018-07-24
8392282,40000.0,2017-07-26,38.89%,079xx,< 1 year,2017-07-26
3573456,5000.0,2016-10-15,8.38%,922xx,< 1 year,2016-10-15
10195106,2000.0,2017-10-17,19.44%,293xx,< 1 year,2017-10-17
2589877,2500.0,2016-08-08,0%,352xx,< 1 year,2016-08-08
10214772,10000.0,2017-10-18,20.19%,161xx,< 1 year,2017-10-18
4077519,15000.0,2016-11-16,87.62%,925xx,< 1 year,2016-11-16
10162683,4000.0,2017-10-16,11.02%,602xx,< 1 year,2017-10-16
2595160,1000.0,2016-08-08,10.8%,473xx,< 1 year,2016-08-08
13919879,1000.0,2018-04-10,5.94%,313xx,< 1 year,2018-04-10
8660935,10000.0,2017-08-08,20.45%,060xx,< 1 year,2017-08-08
134663,5000.0,2016-01-13,50.66%,021xx,< 1 year,2016-01-13
2542859,7000.0,2016-08-03,-1%,359xx,< 1 year,2016-08-03
13822974,1200.0,2018-04-05,100%,067xx,< 1 year,2018-04-05
6920000,20000.0,2017-05-17,6.6%,606xx,< 1 year,2017-05-17
12428469,40000.0,2018-01-28,15.36%,350xx,< 1 year,2018-01-28
2486035,4000.0,2016-07-29,16.05%,923xx,< 1 year,2016-07-29
12565161,6500.0,2018-02-04,19.2%,245xx,< 1 year,2018-02-04
20664479,5000.0,2018-12-05,61.55%,613xx,< 1 year,2018-12-05
12814114,10000.0,2018-02-16,20.31%,404xx,< 1 year,2018-02-16
6922747,3500.0,2017-05-17,13%,571xx,5 years,2017-05-17
12229729,15000.0,2018-01-18,40.43%,681xx,< 1 year,2018-01-18
6713592,17500.0,2017-05-05,-1%,601xx,5 years,2017-05-05
10108672,11000.0,2017-10-13,100%,920xx,< 1 year,2017-10-13
2778415,15000.0,2016-08-18,24.8%,710xx,< 1 year,2016-08-18
9318393,11000.0,2017-09-08,54%,773xx,< 1 year,2017-09-08
7166070,20000.0,2017-05-30,31.49%,785xx,< 1 year,2017-05-30
14722955,4000.0,2018-05-09,131.28%,619xx,< 1 year,2018-05-09
8858274,11000.0,2017-08-17,23.08%,113xx,< 1 year,2017-08-17
18520449,15000.0,2018-09-21,9.93%,626xx,< 1 year,2018-09-21
6275490,30000.0,2017-04-09,0%,890xx,< 1 year,2017-04-09
9819127,5000.0,2017-09-30,-1%,945xx,< 1 year,2017-09-30
17536936,5000.0,2018-08-19,17.07%,373xx,< 1 year,2018-08-19
414634,17500.0,2016-02-08,9.38%,139xx,< 1 year,2016-02-08
20199038,35000.0,2018-11-19,23.82%,294xx,< 1 year,2018-11-19
15492994,5000.0,2018-06-06,85.71%,365xx,< 1 year,2018-06-06
11433339,19000.0,2017-12-10,100%,919xx,< 1 year,2017-12-10
5907508,40000.0,2017-03-16,34.65%,298xx,< 1 year,2017-03-16
21308368,5000.0,2018-12-30,13.03%,337xx,< 1 year,2018-12-30
9777130,3000.0,2017-09-28,0%,604xx,< 1 year,2017-09-28
20731241,20000.0,2018-12-07,14.17%,334xx,< 1 year,2018-12-07
9717567,1000.0,2017-09-26,2.75%,366xx,< 1 year,2017-09-26
15509833,10000.0,2018-06-06,18.3%,452xx,1 year,2018-06-06
20902214,2000.0,2018-12-13,0.28%,104xx,< 1 year,2018-12-13
11077691,5000.0,2017-11-25,4.37%,472xx,< 1 year,2017-11-25
13616635,35000.0,2018-03-27,1.36%,650xx,< 1 year,2018-03-27
10080179,10000.0,2017-10-12,37.11%,372xx,< 1 year,2017-10-12
16945705,10000.0,2018-07-29,0.71%,275xx,< 1 year,2018-07-29
9220827,20000.0,2017-09-04,19.38%,786xx,< 1 year,2017-09-04
13083522,25000.0,2018-03-01,37.08%,752xx,< 1 year,2018-03-01
4807289,25000.0,2017-01-03,36.05%,780xx,5 years,2017-01-03
4331143,40000.0,2016-12-02,0%,751xx,< 1 year,2016-12-02
19857830,13000.0,2018-11-07,20.88%,087xx,1 year,2018-11-07
17830989,20000.0,2018-08-29,100%,001xx,< 1 year,2018-08-29
17317588,10000.0,2018-08-12,25.11%,532xx,< 1 year,2018-08-12
13605072,8000.0,2018-03-26,6.45%,701xx,< 1 year,2018-03-26
